ID	Name	Useage	FunctionType	RepresentPos	RepresentID	AppendType	DetachType	BuffType	Level	Intensity	IsStackable	MaxStackNum	Count	Interval	Hide	Exclude	Save	OnStand	OnWalk	OnRun	OnJump	OnSwim	OnFloat	OnSit	OnKnockedDown	OnKnockedBack	OnKnockedOff	OnHalt	OnAutoFly	OnDeath	OnDash	OnPull	OnManaShield	OnFight	OnHorse	OnTerrain	FormationLeader	ScriptFile	GlobalExclude	UniqueTarget	CanCancel	BeginAttrib1	BeginValue1A	BeginValue1B	BeginAttrib2	BeginValue2A	BeginValue2B	BeginAttrib3	BeginValue3A	BeginValue3B	BeginAttrib4	BeginValue4A	BeginValue4B	BeginAttrib5	BeginValue5A	BeginValue5B	BeginAttrib6	BeginValue6A	BeginValue6B	BeginAttrib7	BeginValue7A	BeginValue7B	BeginAttrib8	BeginValue8A	BeginValue8B	BeginAttrib9	BeginValue9A	BeginValue9B	BeginAttrib10	BeginValue10A	BeginValue10B	BeginAttrib11	BeginValue11A	BeginValue11B	BeginAttrib12	BeginValue12A	BeginValue12B	BeginAttrib13	BeginValue13A	BeginValue13B	BeginAttrib14	BeginValue14A	BeginValue14B	BeginAttrib15	BeginValue15A	BeginValue15B	ActiveAttrib1	ActiveValue1A	ActiveValue1B	ActiveAttrib2	ActiveValue2A	ActiveValue2B	EndTimeAttrib1	EndTimeValue1A	EndTimeValue1B	EndTimeAttrib2	EndTimeValue2A	EndTimeValue2B	IsCountable	DecayType	MoveStateMask	MapBanMask	IsOffLineClock	CanAccumulate	SrcDistance	InSprint	InFollow	CancelByUseItem	MapInvalidMask	IsCombatBuff	MinInterval	ClearUnderWater	MoveStateMask2	ShapeShiftInvalid	MaxInterval	ActiveCoefficient	CanBeSteal	NeedSync	BeginValue1C	BeginValue1D	BeginValue2C	BeginValue2D	BeginValue3C	BeginValue3D	BeginValue4C	BeginValue4D	BeginValue5C	BeginValue5D	BeginValue6C	BeginValue6D	BeginValue7C	BeginValue7D	BeginValue8C	BeginValue8D	BeginValue9C	BeginValue9D	BeginValue10C	BeginValue10D	BeginValue11C	BeginValue11D	BeginValue12C	BeginValue12D	BeginValue13C	BeginValue13D	BeginValue14C	BeginValue14D	BeginValue15C	BeginValue15D	ActiveValue1C	ActiveValue1D	ActiveValue2C	ActiveValue2D	EndTimeValue1C	EndTimeValue1D	EndTimeValue2C	EndTimeValue2D	NoCoverRepresent	MaxAccumulateCount	BeginNotRollBackAttrib1	BeginNotRollBackValue1A	BeginNotRollBackValue1B	BeginNotRollBackValue1C	BeginNotRollBackValue1D	BeginNotRollBackAttrib2	BeginNotRollBackValue2A	BeginNotRollBackValue2B	BeginNotRollBackValue2C	BeginNotRollBackValue2D	BeginNotRollBackAttrib3	BeginNotRollBackValue3A	BeginNotRollBackValue3B	BeginNotRollBackValue3C	BeginNotRollBackValue3D	BeginNotRollBackAttrib4	BeginNotRollBackValue4A	BeginNotRollBackValue4B	BeginNotRollBackValue4C	BeginNotRollBackValue4D	BeginNotRollBackAttrib5	BeginNotRollBackValue5A	BeginNotRollBackValue5B	BeginNotRollBackValue5C	BeginNotRollBackValue5D
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	10	10	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	11	11	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	12	12	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	13	13	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	14	14	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	15	15	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	16	16	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	17	17	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	18	18	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	19	19	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	20	20	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	21	21	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	22	22	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	23	23	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	24	24	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	25	25	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	26	26	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	27	27	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	28	28	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	29	29	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	30	30	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	31	31	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	32	32	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	33	33	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	34	34	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	35	35	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	36	36	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	37	37	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	38	38	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	39	39	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
833	NPC战斗技能_BUFF_生存增强_移动百分比加成_120	34	Normal	Trample	5	833	0	Invalid	40	40	0	1	1	1920	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMoveSpeedPercent	512																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	1	1	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	2	2	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	3	3	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	4	4	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	5	5	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	6	6	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	7	7	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	8	8	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	9	9	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	10	10	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	11	11	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	12	12	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	13	13	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	14	14	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	15	15	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	16	16	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	17	17	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	18	18	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	19	19	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	20	20	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	21	21	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	22	22	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	23	23	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	24	24	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	25	25	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	26	26	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	27	27	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	28	28	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	29	29	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	30	30	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	31	31	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	32	32	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	33	33	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	34	34	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	35	35	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	36	36	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	37	37	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	38	38	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
834	NPC战斗技能_BUFF_生存增强_生命百分比恢复速度_10	34	Normal	Body	0	834	0	Invalid	39	39	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	30																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1																																																																	
